"","text","emotion","polarity"
"2110"," events that occurred on 122914 he apologized to her amp stated that he would be speaking to his team fare it closed","unknown","positive"
"2111"," went to cash a tax refund i have account didnt want to deposit and woman refused to cash because unless","unknown","negative"
"2112"," i met with the store branch manager daniel aberra and he profusely apologize as my mother who had the issue explained the","unknown","neutral"
"2113"," thank you so much","unknown","positive"
"2114"," amp  39366 isntshouldnt be a big deal to you but it is to my family unacceptable ","unknown","negative"
"2115","how much negative tv publicity would you like over the next 710 days  amp  ","joy","neutral"
"2116","  i will be contacting the tv news consumer advocate because you both keep saying 710days or working on it","unknown","positive"
"2117"," you made a mistake and now i have to wait 57 days to get it fixed and get left with no  to buy my other bills","sadness","negative"
"2118","bless you calia and brian from  for fixing my problems i was having you have made my whole day thank you so very much","unknown","positive"
"2119"," get nicer customer service people i get my hard earned money stolen from me and its my fault k","sadness","negative"
"2120","  im very unhappy with your services  if you are serious there are so many ways you can makegood","sadness","negative"
"2121"," hey no problem you keep my money safe and ill be a happy camper","joy","neutral"
"2122"," ive made so many people become wachovia and wells fargo members im this banks biggest fan so this is really sad","sadness","negative"
"2123"," okay thank you very much","unknown","positive"
"2124"," i mean all of that is pretty awful ive been with you guys forever nothing you can do that makes me so sad ","fear","negative"
"2125"," and when i called back i was told that person gave me incorrect information and there was nothing they can do","unknown","neutral"
"2126"," so i made the deposit but to my dismay did not have the 200 courtesy deposit","fear","neutral"
"2127"," they told me you guys were removing the 200 courtesy deposit but some accounts will still have it like mine","joy","positive"
"2128"," sure i tried to deposit a check and received a weird message about new policies so i called customer service","unknown","neutral"
"2129"," the atm wouldnt let me make a deposit that i needed yesterday i got it all straightened out though edu00a0u00bdedu00b1u008c","unknown","positive"
"2130"," all of uncs campus","unknown","positive"
"2131"," thanks for stopping by joshua we hope you have a great week dq","joy","positive"
"2132"," we understand youre upset for immediate assistance visit a wf store or call 18008693557 to speak to a…","unknown","negative"
"2133"," were happy to hear that hope you have a wonderful week take care jd","joy","positive"
"2134"," they post transactions too late","unknown","positive"
"2135"," ive already sat down with a banker in person and read through similar complaints on your website","unknown","negative"
"2136"," lol its all legit i appreciate it i love this bank","joy","positive"
"2137"," it was the wells fargo at florida international university modesto campus","unknown","positive"
"2138","“  thank you for the feedback we will make sure to share this with the appropriate department lw”","unknown","positive"
"2139"," i have i was told 35 business days and it has been 6","unknown","positive"
"2140"," i did and this is why i know its 30 dollars just to cancel a 20 dollar payment","unknown","positive"
"2141"," doesnt allow scheduling direct transfers except wire transfers w a huge fee i want to schedule surepay for monthly rent","unknown","positive"
"2142"," is a joke for causing this  is pathetic for not being able to fix it end of day or i switch banks incompetent","sadness","negative"
"2143"," thanks apprciate the help on the matter","unknown","positive"
"2144"," its about not verifying payments that are made for my escrow account","unknown","negative"
"2145"," westchester il location on 31st","unknown","positive"
"2146"," yes i did the fee wasnt refunded but the charge was ruled fraudulent so im not sire why they didnt refund the fee","joy","neutral"
"2147"," insurance company get a payment request additional money got another payment should had to verify wellsfargosucks","sadness","negative"
"2148"," youre welcome pc","unknown","positive"
"2149"," after that a hr phone call i will be closing this account smh 20082015","unknown","negative"
"2150"," your mistake in not honoring my payment date request cost me an addl 1000 in income tax needless to say im pissed","anger","negative"
"2151"," asked my tax payment to be paid in jan from escrow and it was paid in dec  screwing up my itemized deductions for the year","unknown","negative"
"2152"," any help and understanding would be greatly appreciated thank you","joy","positive"
"2153"," yay please do","joy","positive"
"2154"," i just made a new account for saving online i may have to wait until i received the rest of my information is that correct","unknown","neutral"
"2155"," i dont want to go to any site you dont give a shot about your customers wellsfargo","unknown","positive"
"2156"," i basically just wanted a reason to use your bank","unknown","neutral"
"2157"," gotcha","unknown","positive"
"2158"," hi don to speak with a personal loans specialist please call 18886675250 thanks pc","joy","neutral"
"2159"," why is he out of line to be txting me so much because it seems like he is","joy","positive"
"2160"," ok thank you","unknown","positive"
"2161"," the one in sj on market street his name is paul edu00a0u00bdedu00b8u008a","unknown","positive"
"2162"," it wont let me dm you keeps saying internal error i guess its time for the ftc thanks anyway","unknown","negative"
"2163"," done","unknown","positive"
"2164"," just did thanks","unknown","positive"
"2165"," screwed up 1st they reversed charges on fri now i wait for  fix this incompetent ","unknown","negative"
"2166"," call me i want to speak to an exec","unknown","negative"
"2167"," tried to preempt an unauthorized withdrawal from merchant  was told there was a nonwaiveable 31 feedm me for my number","unknown","positive"
"2168"," yes i was and no they were not at the time i posted 3 atms none were able to dep or withdrawl only view balance","unknown","positive"
"2169","  done","unknown","positive"
"2170","  i need help with a short sale","unknown","neutral"
"2171"," i tried again and again due to unforeseen circumstances no one could answer my call","unknown","negative"
"2172"," can i request foreign currency at my local wellsfargo branch  even if i dont have an account","unknown","neutral"
"2173"," when i go shopping for a house i will not be considering wells fargo for financing","unknown","positive"
"2174"," no way im doing that via twitter the matter was resolved finally after 6 days amp 4 attempts","unknown","negative"
"2175"," she called yesterday when the theft was discovered amp it happened again 12 hrs later","unknown","positive"
"2176"," a laptop","unknown","positive"
"2177"," lol nothing since im a minor i have a spending cap of 500 a day which is causing some problems for me im trying to buy","unknown","negative"
"2178"," i am extremely upset by these issues since transferring to this branch once moving into arlington va","unknown","negative"
"2179"," i directly emailed  the store manager 2day due to no follow up on your part meeting w him today at 430pm","unknown","positive"
"2180"," this tweet was posted on 123014 when the issue happened amp there was no followup which is disappointing","unknown","negative"
"2181"," ive called them many many times  nothing has been done to make this any better","unknown","positive"
"2182"," can i deposit money into an account using my debit card from another bank","unknown","negative"
"2183"," you tell me i always have a problem with you guys and my cards","unknown","negative"
"2184"," thanks for the mention jw","unknown","positive"
"2185"," ‘shark tank meets ebay’ –  invests in vets
    …","unknown","positive"
"2186","‘shark tank meets ebay’ –  invests in vets
     ","unknown","positive"
"2187"," yes i have thats the point no one in your claims dept know what they are doing i need corporate to call me back","unknown","neutral"
"2188","  yes this is a phishing text we tracked today we forwarded to reportphishcom ","unknown","positive"
"2189"," what number do i call to report a lost debit card ","unknown","negative"
"2190"," thanks everything got taken care of suggestion less tedious automated help system amp easier access to a representative","joy","positive"
"2191"," ne 85th","unknown","positive"
"2192"," thanks your patience were happy to see everything was set up properly please tweet if you have question…","joy","positive"
"2193","thank you so much  for sending my replacement card it means alot","unknown","positive"
"2194"," thanks for your help earlier this week it was well appreciated","joy","positive"
"2195","  yes but your should still call wf to have your number removed","unknown","neutral"
"2196","   are you sure its legit i received 5 of them","unknown","positive"
"2197","  this is a legit account message for someone else wf should be able to have your number removed there","unknown","neutral"
"2198","  thanks for reporting post a screenshot here or forward to reportphishcom","unknown","positive"
"2199"," thanks for sharing this gabe dq","unknown","positive"
"2200","hi  mobile deposit seems broken tapping the take photo buttons doesnt do anything iphone 6 ive restarted thoughts","unknown","negative"
"2201"," need to update our insurance coverage  where can i send an email","unknown","negative"
"2202"," thanks edu00a0u00bdedu00b1u008d","unknown","positive"
"2203"," how do i unhide a bill payee i need to cxl an autopay","unknown","negative"
"2204"," i got a text alert to my phone which was weird since i dont have an account with you","fear","negative"
"2205"," why do you make it so hard on small biz to make deposits daily mobile limit monthly mobile limit cmon","unknown","negative"
"2206"," 96yr old mom hassled at w miami branch after 50 years using same id there its no longer sufficient","unknown","positive"
"2207"," on kings avenuerobertson in brandon fl  33511  called with no response so i visited seeking biz banker went elsewhere","unknown","negative"
"2208"," hi can you follow me beacuse i have issues and it should be private","unknown","positive"
"2209"," alright then","unknown","positive"
"2210","  your welcome and have a nice weekend as well","unknown","positive"
"2211"," thanks for the mention enjoy the rest of your weekend sn","joy","positive"
"2212"," if i deposited a pay check  my local branch on friday at 1100pm cst what time sat will it be available","unknown","neutral"
"2213","i am so sick of you guys if i dont get these charges reversed asap i will cancel my account  ","disgust","negative"
"2214"," itd be best to speak to a banker about this please visit  to find a store location in …","joy","positive"
"2215"," thanks for bringing this to our attention well be sure to share your sweet compliment with ngozi and her ma…","unknown","positive"
"2216"," called today wan issue told sorry you cant seem to understand by a cs supervisor amp was hung up on  so probably not","sadness","neutral"
"2217"," there is a substantial amount of money missing from my account the branch and customer service could not…","unknown","neutral"
"2218"," we apologize for the experience reply back with the store location and well share this feedback with…","unknown","positive"
"2219","  no i was ignored in a brick amp mortar location on monday tried to process via phone today no call back to close the loan","joy","negative"
"2220"," we saw your tweet what happened to make you feel this way sn","unknown","negative"
"2221"," i got my answer when i went to the atm and the charge was a ridiculous  5 disgusting most i have ever seen","disgust","negative"
"2222"," spoke to them already they cant do nothing fuckers","unknown","positive"
"2223"," random overdraft fees i knew nothing about edu00a0u00bdedu00b8u00aa","unknown","positive"
"2224"," hi im from argentina raised an llc in miami what do i need to open a checking accountdebit card estimated time thx","unknown","neutral"
"2225"," i tried getting everything done on the phone today with your phone reps check was never at the branch appalling","unknown","negative"
"2226"," oh good thank you for doing that","joy","positive"
"2227"," no because yall put a hold on my check lil fuckers","unknown","positive"
"2228","as you can see still no change to my account i didnt double charge me fix this   ","joy","negative"
"2229"," i bank with youyou already have my contact info why does this have to be so difficult","unknown","negative"
"2230","   clientborrower cannot reach shelly danno multiple messages have been left for weeks amp she has not called back","unknown","negative"
"2231"," your instructions for dm didnt jive with my phone i have to figure out   and twitter lame","unknown","negative"
"2232"," 23 minutes in line for an atm not good","joy","positive"
"2233"," the one on westheimer kirkwood houston tx 77077","unknown","positive"
"2234"," how about you revert to the previous version that worked absolutely fine i know i am not alone herejust read the reviews","unknown","neutral"
"2235"," age discrimination and lack of customer service made me lose money in which no longer a wells fargo customer anymore","unknown","negative"
"2236"," to keep this brief you turned my card inactive wo notice and you wont expedite me a new card","unknown","neutral"
"2237"," will do","unknown","positive"
"2238","what would be awesome is if  wouldnt take out canceled payments from my account which causes other payments to bounce  edu00a0u00bdedu00b8u00a1","unknown","neutral"
"2239"," has caused me so much headache this week its unreal ive never been so dissatisfied","unknown","negative"
"2240"," the previous version worked beautifully now i cannot access any detailed account information and buttons are useless","unknown","neutral"
"2241"," were glad to hear this if you need assistance with something in the future please dont hesitate to conta…","joy","positive"
"2242"," archaic communication system with customers  banking should be in realtime  thanks for the reply  been with wf for 15yrs","unknown","negative"
"2243"," the customer service is really bad may be time for a bank change this is horrible service","fear","negative"
"2244"," i figured it out thanks guys  ","unknown","positive"
"2245"," i figured it out thanks guys  ","unknown","positive"
"2246"," hahaha i work for you guys too but no if i dont qualify with the strict guidelines ill give someone else my money edu00a0u00bdedu00b1u008c","unknown","negative"
"2247"," thanks for taking the time to visit us today trina hope you have a great weekend jd","joy","positive"
"2248"," is there a way to turn off save as you go its driving me nuts","disgust","negative"
"2249"," were you able to get assistance if you need further help let us know jd”
shut up”edu00a0u00bdedu00b8u0082…","sadness","neutral"
"2250","“ “  were you able to get assistance if you need further help let us know jd”
shut up”edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082","sadness","neutral"
"2251"," were you able to get assistance if you need further help let us know jd”
sh…","sadness","neutral"
"2252"," lost do you have an email i can send to","unknown","negative"
"2253"," “  were you able to get assistance if you need further help let us know jd”
shut up

edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b2u0080edu00a0u00bdedu00b2u0080edu00a0u00bdedu00b2u0080","sadness","neutral"
"2254","“  were you able to get assistance if you need further help let us know jd”
shut up","sadness","neutral"
"2255"," finally reached outstay tuned still no resolve honestly  why should i have 2 work so hard to fix this","unknown","positive"
"2256"," yes  better service but still the same nonanswers","unknown","positive"
"2257"," in west seattle the admiral area 2358 california avenue southwest seattle wa 98116 always a pleasant experience","unknown","positive"
"2258"," cant figure out how to dm you right now how bout you dm me and i will give you my info","unknown","positive"
"2259"," yall just robbed me wow","unknown","positive"
"2260"," ok yes thanks it seems to be a problem in my browser sorry","sadness","negative"
"2261"," what if i needed that money to feed my kids today","unknown","positive"
"2262"," it is not acceptable that my funds should be tied up because of someones incompetence","unknown","negative"
"2263"," very unhelpful customer service confusing process trying to consolidate student loans","unknown","negative"
"2264"," it took several weeks but the credit card issue is being resolved soon ill be able to start on the points refund again","unknown","neutral"
"2265"," allotted time frame not acceptable why cant someone from  talk to someone from  and clear this up","unknown","positive"
"2266"," when i finally got thru to who i needed to speak with i received an answering machine that requested me to call back","unknown","negative"
"2267"," your bank is a pile of hotass doodoo","unknown","negative"
"2268"," nevermind citlaly and kasey were amazing customer service reps and totally turned my frown upside down edu00a0u00bdedu00b1u008dedu00a0u00bdedu00b8u008a","surprise","neutral"
"2269"," academy plaza in philadelphia thanks for the response classact","unknown","positive"
"2270"," ive been to our local branch 3 times in the last two days","unknown","negative"
"2271"," after password change quicken stopped working the reps recommendations broke my entire quicken online sync","unknown","positive"
"2272","“  did something happen to make you upset let us try to address your concern thanks gg” edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082","joy","negative"
"2273"," you overdraft my account because of ","unknown","negative"
"2274"," yes who should i talk to about fha insurance loans for first time home buyer do you guys have a good program for this","joy","positive"
"2275"," what happened dq","unknown","positive"
"2276"," thats incredible i really appreciate your guys service  thank you dq","joy","positive"
"2277"," cool thank u were headed to our local branch now","unknown","positive"
"2278"," thank you one of the many reasons why you are my main edu00a0u00bdedu00b8u008a","unknown","positive"
"2279"," just got the restraining order to release my funds where do i send this to","unknown","positive"
"2280"," thx but none of 10 others ive spoken to about fraud perpetrated on my acct couldwould help been weeks no resolution","unknown","negative"
"2281"," thanks for the shoutout pc","unknown","positive"
"2282"," 3750 oleander dr wilmington ncbut problem is wf philosophyshould hire best qualified regardless of other factors","unknown","neutral"
"2283"," finally got through  i’m good  thanks","joy","positive"
"2284"," u too edu00a0u00bdedu00b8u0089","unknown","positive"
"2285"," just need to discuss my account with a customer serv rep  when i call and ask for a rep you guys hang up","fear","negative"
"2286"," its walmart not you deleting tweet","unknown","positive"
"2287"," u should notify all bankers that this is not acceptablenot doing ur job for u","unknown","negative"
"2288"," banker interrupted cc app interview to take call on cell phone from baby sitteri declined cc offer","unknown","negative"
"2289"," this is what i learned my wire sat at wells fargo location all day bc a manager forgot sign off on it amp no one checked","unknown","positive"
"2290"," sent thanks","unknown","positive"
"2291"," u hiring people u cant discipline and gonna regret it","sadness","negative"
"2292","    is free","unknown","positive"
"2293"," was in a store jan 6  dont want to get anyone in trouble but u should know about it","sadness","neutral"
"2294"," his common sense and listening skills need improvement","unknown","neutral"
"2295"," we certainly understand if you have questions or concerns in the future please do not hesitate to reach ou…","joy","neutral"
"2296"," which is for the one i did have and not the one i wanted so now im left with 2 cancled debit cards","unknown","negative"
"2297"," card the guy said ok and then we go through the security questions he then tells me that he ordered me a new card","unknown","positive"
"2298"," so i called to get a debit card cancled and since i didnt have my social i said can i give you the number of my other debit","sadness","negative"
"2299"," i know yall understand how frustrating overdraft is","anger","neutral"
"2300"," had almost 1000 fraud on my chk acct last friday they said it would be back in by 17its not","unknown","negative"
"2301"," this overdraft stuff i got it under control though","unknown","negative"
"2302"," its taking forever over 12 hours to receive money from nigeria edu00a0u00bdedu00b8u00a2edu00a0u00bdedu00b8u0094","unknown","positive"
"2303"," cant seem to create an online profile getting an error message that wells fargo online is temporarily unavailable","unknown","negative"
"2304"," yeah you guys returned the charges for fraud and then took them back again","unknown","neutral"
"2305"," we appreciate your patience if you need some assistance please let us know dq","joy","positive"
"2306"," have you filed a claim if not please call us at 18008693557 thanks jw","joy","neutral"
"2307"," the public database used to access multiple choice questions about an individual itself is a security nightmare","unknown","positive"
"2308"," i could not answer them and most i did not know how to even answer because the question itself was wrong","unknown","negative"
"2309"," nope i have to go into a wells fargo the security questions asked to reset my password most people wouldnt know","unknown","positive"
"2310"," oh well thank you i will do","unknown","positive"
"2311"," hey guyshope ull went thru the dms i sent ull with all details please update me and if any mt copy i can get wud help","joy","neutral"
"2312"," i cant sign on to my account i called customer service trying to reactivate it still wont work hope you can help","unknown","neutral"
"2313"," quit bein a ho and playin wit my money","unknown","negative"
"2314"," so my 50 bar tab is okay to approve but my 10 cab ride in the icesnow and winter conditions isnt disappointing","joy","negative"
"2315"," whats the number to speak directly to a representative the automated message gives no option its getting ridiculous","unknown","negative"
"2316"," what caused you to feel this way wed like the chance to change your perception of us sn","joy","negative"
"2317"," skype came to my rescue but thanks anyway youre great","joy","positive"
"2318"," a charge for an overdraft of 224 thats ridiculous  closing my account disappointed","joy","negative"
"2319"," im out of the country having account problems and cant connect to your phone line help now would be good","joy","negative"
"2320"," no sorry its nothing you did","sadness","negative"
"2321"," i did see the call but i was still at a work meeting amp unable to discuss such matters at the time i will call tomorrow ty","unknown","neutral"
"2322"," lol i dont want to call you when you guys call me it should be an actual person
ianswer notdodging ","unknown","neutral"
"2323"," we appreciate the mention if there’s something we can look into for you please let us know enjoy the r…","joy","positive"
"2324"," by dm","unknown","positive"
"2325"," no if it happens again i will","unknown","positive"
"2326"," i transferred money into someone account a couple days ago but they never got it but the money was taken out my account","unknown","negative"
"2327","  thanks for the confirmation enjoy the rest of your day sn thanks","joy","positive"
"2328"," keep getting cards that dont work i have got 2 debt card they only work for the day i have it have a new one in the mail now","unknown","positive"
"2329","  we saw your tweet were you able to connect with a banker and get the assistance you needed sn yeah","sadness","negative"
"2330"," filed an order to show cause in court  judge signs it tmw for the full release of my funds  case  is 16302 sck 2014 nyc","unknown","neutral"
"2331"," please follow me to explain the situation  thanks","joy","positive"
"2332"," thx for doling out my funds to me like its a paycheck 500 yesterday 2500 today i need the balance released asap","joy","neutral"
"2333"," have you spoken to a mobile specialist about this if not please call 18009564442 pc","joy","neutral"
"2334","at first the guy was rude then i called back amp the lady was very helpful  were they able to assist you","unknown","positive"
"2335"," thanks for coming to see us again happy thursday jd","joy","positive"
"2336"," daytona beach fl on beville rd thank you","unknown","positive"
"2337"," we saw your tweet were you able to connect with a banker and get the help you needed if not call 180…","sadness","negative"
"2338"," we appreciate the love thanks pc","joy","positive"
"2339"," have you spoken to a banker about the fee if not please call 18008693557 pc","joy","neutral"
"2340"," thanks for the compliment  wow thanks for taking time out to reply i love your custom…","joy","positive"
"2341"," i dont want a company to keep charging my card but i dont know the info to that account anymore how do i block them","unknown","neutral"
"2342"," i think i have recieved a fraudulant email that is trying to fish for my account information how i do go about reporting","unknown","negative"
"2343"," thank you 8556081919","unknown","positive"
"2344"," getting automated voicemails about very important messages from wells fargo an 855 number is left as a callback scam","unknown","negative"
"2345"," you could reimburse me for my troubles","unknown","positive"
"2346"," i have no intention to return to wells fargo but thank you for your concern","joy","neutral"
"2347"," oh just the same ol shit that you get sued for and not allowed to operate in some states over","sadness","neutral"
"2348"," and i have a late fee that i shouldnt be responsible for amp the bank is just going in circles with me on this","unknown","neutral"
"2349"," i cancelled an automatic payment on my account was told by the teller it was canceled amp it wasnt now a check bounced","unknown","negative"
"2350"," his information is public knowledge and should not be removed","unknown","positive"
"2351"," yeah i figured that out but its still bad practice since it amp the urls in the email doesnt match your actual domain","sadness","neutral"
"2352"," yall not a very good bank thats what happened","joy","neutral"
"2353","huge shout out to renemale  san antonio call center  100 legendaryservice now the hovisrd location needs training","unknown","negative"
"2354"," its just that you have such little real estate in nyc you would think you would add not take away such a shame","sadness","neutral"
"2355"," nothing at all this lady is a wonderful employee and i appreciate you guys for hiring her ","joy","positive"
"2356"," do you have plans to support touch id on ios to log into the wellsfargo mobile app","unknown","neutral"
"2357","“  we apologize for the inconvenience have you spoken to a credit card specialist” yes too many times","unknown","neutral"
"2358"," sugar land tx on kensington amp 6 pathetic","sadness","negative"
"2359"," like i previously stated your company has poor customer service so likely theres nothing you can do good day","joy","neutral"
"2360","  i have a complaint wells is in the same category as comcast you guys really need to step up your training","unknown","negative"
"2361"," we apologize for the wait did this happen at a wells fargo store or over the phone if you need assistance …","unknown","negative"
"2362"," which now im out 70 because your online banking made me believe i had more money than what was actually posted thanks","unknown","positive"
"2363"," money shouldnt show up in my account thats not available leading me to think it is which therefore made me overdraft","unknown","neutral"
"2364","thanks for the compliment  wow thanks for taking time out to reply i love your customer service  dw","joy","positive"
"2365"," i believe it is 7620 little river turnpike annandale virginia","unknown","negative"
"2366"," annandale next to the mcdonalds and 711","unknown","positive"
"2367"," thank you","unknown","positive"
"2368"," it is the one off of little river turnpike","unknown","negative"
"2369"," i was finally able to cash my check but not after being treated as if i falsified the check they were very rude","unknown","negative"
"2370"," wow thanks for taking time out to reply i love your customer service nowfollowing","joy","positive"
"2371"," we appreciate you sharing your experience darrin please tweet us if we can try to assist in the future …","joy","positive"
"2372"," i just dm youll with all the details please look into it and help to resolve itthanx manogna","joy","positive"
"2373"," sure did","unknown","positive"
"2374"," debit card that was ordered 4weeks ago still isnt here","unknown","positive"
"2375"," what happened to cause you to feel this way tell us about the situation no account numbers and well t…","unknown","negative"
"2376"," it gave me emotional scars","unknown","negative"
"2377"," we are sorry to hear this and appreciate your feedback kali tl","joy","neutral"
"2378"," i shouldnt have to decline an offer five times","unknown","negative"
"2379"," continuous poor customer service get your online banking together because that just lost you another user of your services","sadness","negative"
"2380"," i received horrible customer service when i tried to cash my check but did not wish to open an account","fear","negative"
"2381"," i am following ull already plz provide email idit wud be saferthanx","unknown","positive"
"2382"," my mind wont change im closing my account immediately","unknown","negative"
"2383"," plz tell me an email id where i can send u my personal details on twitter reply everybody can view themthanx","unknown","positive"
"2384"," manogna rajan if i give my contact details it wud n public here right and my address is there na email id i can send to","unknown","positive"
"2385"," i understand extra security but it seems a little overboard couldn’t you just do a text verification like most services","joy","positive"
"2386"," dont  me the whole banking system is dumb amp you all need to do better you cant help me bc the money gone now","unknown","negative"
"2387"," kindly help me with an email id where in i can send u the swift details to look into amp if ull can help me sort thisthanx","joy","positive"
"2388"," but the barlcays bank london are claiming ur bank hasnt sent them the fundsso am confused not knowing whre to go wat to do","unknown","negative"
"2389"," my bank gave mt199 dtails of the swifttransfer dat funds wre sent back to wells fargo again on 12thdecember to send barclays","unknown","neutral"
"2390"," columbia sc the one on the corner of two notch and parklane rd","unknown","positive"
"2391"," as intermediary bfore it cud come to my bankdue to communication error da funds wre sent back since it ws mre than 2448hrs","unknown","neutral"
"2392","  i hd a swift transfer frm barclays to my indian account where in wells fargo ws the correspondent bank","unknown","negative"
"2393"," please follow me so i can dm you","joy","positive"
"2394"," that is depressing it was so easy and convenient","sadness","neutral"
"2395"," bank statement wouldnt update from the mobile app","unknown","negative"
"2396"," i have this has happened a few times now i havent tried that number yet though","unknown","positive"
"2397"," im being charged for direct pay after being told it would be free and after going to branch and being told it would stop","unknown","negative"
"2398"," your fees are killliinngggg me i have 5 edu00a0u00bdedu00b8u0092","unknown","positive"
"2399"," it is our pleasure slaiman thank you for sharing your kind words tl","joy","positive"
"2400"," im trying to get my account set up with paypal so i can make money transfers","sadness","negative"
"2401"," im good","joy","positive"
"2402"," 5700 folsom boulevard sacramento ca 95819","unknown","positive"
"2403"," also its highly annoying that i have to select my other account every time i deposit a check through the app","anger","negative"
"2404"," were you able to get the needed assistance over the phone keiran if not please let us know the reason for …","joy","positive"
"2405"," nah fuck yall i tried to exchange a canadian 50 for us money amp had to go through hella shit amp still couldnt exchange it","unknown","positive"
"2406"," we are now following you please followdm us with more details no account numbers jw","joy","neutral"
"2407"," we add your direct deposit amount to your available balance on the same day we receive your deposit call …","unknown","negative"
"2408"," can i direct message you","unknown","positive"
"2409"," what is the aba  or electronic routing number for wells fargo trying to do a wire transfer and it keeps bouncing back","unknown","neutral"
"2410"," the money posted this morning thank you","unknown","positive"
"2411"," we have employees to pay and we need our funds released today  its been 13 h since i sent you the dm and silence","unknown","negative"
"2412"," please reply and help me with this swift tx dats missing","joy","positive"
"2413"," its in a big mess due to no proper communicationfew details are 54a receivers correspondent  fi bicwells fargo bank na","unknown","negative"
"2414"," hi there i been trying to get in tuch regrdng a transaction dispute been over a month and not solved can u help","sadness","negative"
"2415"," youre welcome if you need assistance with something in the future let us know lw","unknown","positive"
"2416"," i would suggest sending ricardo over to your social team to work on some grammar issues there thank you for share","unknown","positive"
"2417"," i need all  funds released tmw or i will be submitting a press release online tomorrow afternoon about this  deplorable","sadness","negative"
"2418"," our deposits for december was 78k nov 76k oct 65614 sept 69432 so this is how you treat your business customers","unknown","positive"
"2419"," just read the disclosure agmt loss and prevention dept keeps referring 2  nowhere does it say u can freeze entire acct","unknown","neutral"
"2420"," we saw your tweet for more info please visit  sn","joy","positive"
"2421"," glad to hear you had a good experience if you need further help in the future dont hesitate to ask u…","joy","neutral"
"2422"," tell us about the reason for the call maybe we can help sn","unknown","neutral"
"2423"," because yall stole my money","unknown","negative"
"2424"," what occurred to make you feel this way tell us more about the experience well try to help change your …","unknown","neutral"
"2425"," quit bein a ho and playin wit my money","unknown","negative"
"2426"," i have talked to them a few times they offered a solution that raised my interest rate the opposite of what i would like","joy","positive"
"2427"," well i havrle ridiculously high payments on my student loans that i cant really afford to make and no way of lowering them","anger","negative"
"2428"," my debit card was declined and i have money on it","unknown","positive"
"2429"," no longer a customer at your bank i need my past statements in physical form no way to get them amp cs is severely unhelpful","sadness","negative"
"2430"," wf is committed to protecting customers financial information and privacy were glad to hear we were abl…","joy","positive"
"2431"," haha not your fault im sorry for yelling its been a long day","sadness","negative"
"2432"," thats if ur lucky","unknown","positive"
"2433"," that s was an accidentbranch is always slow and i would assume under staffed because the line is always a 15 minute wait","unknown","negative"
"2434"," just the latest inconsistency of the sort ive encountered at that branch branch is on nicollet ave and lake st mpls mn s","unknown","neutral"
"2435"," i was told its our policy to not cash or deposit postdated checks they cashed or deposited a post dated check","unknown","negative"
"2436"," nothing to fix except that tellers seem to not know policies andor they dont follow policies at the branch nearest to me","unknown","positive"
"2437"," wow great job  on the new and improved ipad app for mobilebanking  love it","joy","positive"
"2438"," well i was lied toagain at wells fargo thats pretty much it","unknown","positive"
"2439"," i just sent you a dm  i hope to have my funds released tmw so i can move on with my life and continue running my business","joy","positive"
"2440"," richland washington","unknown","positive"
"2441"," i did","unknown","positive"
"2442","from yet another  apple pay email “open passbook on your new iphone and select the link” what link there is no link","unknown","negative"
"2443"," i guess its more profitable for you to hold my funds  the least you could have done is to notify me of the closure","unknown","neutral"
"2444"," its a waste of time calling that nbr  i get a different answer from each rep i speak to  need to have my funds released","sadness","negative"
"2445"," i have a police rept filed on nov 21st for multiple fraudulent charges on my card and for this reason my account was closed","unknown","neutral"
"2446"," yes i have been doing so all day  i am met with nothing but apathy and condescending comments","unknown","negative"
"2447"," thanks i understand why its this way a lot of people probably took bad photos but you guys overcorrected","sadness","negative"
"2448"," ive called in the past and the app got worse you used to let users manually capture now it fails on perfectly good shots","joy","neutral"
"2449"," closingrestarting isnt going to help the app is poorly designed it takes 45 failed tries to let me manually capture","joy","negative"
"2450"," looks like they put it back up good for them ","joy","positive"
"2451"," leave me alone","unknown","positive"
"2452"," yes i did thanks","unknown","positive"
"2453","  ive talked and called your bankers all i keep hearing is we cant help you","unknown","positive"
"2454"," just got a new account with u guys haha happy tweet","joy","positive"
"2455"," thanks just getting a loan payoff","unknown","positive"
"2456"," what happened to cause you to feel this way tell us about the situation no account numbers and well …","unknown","negative"
"2457"," thanks for this awesome compliment we greatly appreciate it have a wonderful rest of your week jd","joy","positive"
"2458"," hey luckily customer service came through great job fixing my issue thanks","joy","positive"
"2459"," done","unknown","positive"
"2460"," its been worked out and my life is back in order","unknown","positive"
"2461"," saw your tweet did you speak to a banker about this if not call the number on the back of the card …","unknown","negative"
"2462"," will be resolving problem soon thankyou","unknown","neutral"
"2463"," i always get denied so like why try you know ill just have to take longer to get a degree","joy","neutral"
"2464","   follow back please thanks ","joy","positive"
"2465"," weeks and take out my whole paycheck from 2 weeks ago  without notifying me wf can feel free to pay any fees i get","sadness","negative"
