"","x"
"302","@Ask_WellsFargo she called yesterday when the theft was discovered &amp; it happened again 12 hrs later"
"303","@Ask_WellsFargo a laptop"
"304","@Ask_WellsFargo lol nothing, since I'm a minor I have a spending cap of 500$ a day which is causing some problems for me. I'm trying to buy"
"305","@Ask_WellsFargo I am extremely upset by these issues since transferring to this branch once moving into Arlington, VA."
"306","@Ask_WellsFargo I directly emailed  the store manager 2day due to no follow up on your part. Meeting w/ him today at 4:30pm."
"307","@Ask_WellsFargo this tweet was posted on 12/30/14 when the issue happened &amp; there was no follow-up, which is disappointing."
"308","@Ask_WellsFargo I've called them many many times.  Nothing has been done to make this any better"
"309","@Ask_WellsFargo Can I deposit money into an account using my debit card from another bank?"
"310","@Ask_WellsFargo you tell me! I always have a problem with you guys and my cards."
"311","RT @Ask_WellsFargo: @It_Waasnt_ME Thanks for the mention! ^JW"
"312","‘Shark Tank Meets Ebay’ – @StreetShares Invests in Vets
 http://t.co/Vtuxfolxkh @MarkRockefeller @combatflipflops @Ask_WellsFargo @SBAgov"
"313","@Ask_WellsFargo yes I have! That's the point no one in your claims dept know what they are doing. I need corporate to call me back"
"314","@amypilocarr @WellsFargo Yes this is a phishing text we tracked today. We forwarded to reportphish@wellsfargo.com @Ask_WellsFargo"
"315","@Ask_WellsFargo what number do I call to report a lost debit card ?"
"316","@Ask_WellsFargo Thanks. Everything got taken care of. Suggestion: less tedious, automated help system &amp; easier access to a representative.:)"
"317","@Ask_WellsFargo NE 85th!"
"318","RT @Ask_WellsFargo: @___serinity Thanks your patience. We're happy to see everything was set up properly. Please tweet if you have question…"
"319","Thank you so much @Ask_WellsFargo for sending my replacement card. It means alot."
"320","@Ask_WellsFargo thanks for your help earlier this week. It was well appreciated."
"321","@Feisty_Sarah @Ask_WellsFargo Yes, but your should still call WF to have your number removed."
"322","@NUMBERCOP @Ask_WellsFargo  are you sure it's legit I received 5 of them"
"323","@Feisty_Sarah @Ask_WellsFargo This is a legit account message for someone else. WF should be able to have your number removed there."
"324","@Feisty_Sarah @Ask_WellsFargo Thanks for reporting. Post a screenshot here or forward to reportphish@wellsfargo.com"
"325","RT @Ask_WellsFargo: @g_kaf Thanks for sharing this, Gabe! ^DQ"
"326","Hi @Ask_WellsFargo mobile deposit seems broken. Tapping the ""take photo"" buttons doesn't do anything. iPhone 6, I've restarted. Thoughts?"
"327","@Ask_WellsFargo need to update our insurance coverage - where can I send an email?"
"328","@Ask_WellsFargo thanks <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>."
"329","@Ask_WellsFargo How do I ""un""hide a bill payee? I need to cxl an autopay"
"330","@Ask_WellsFargo I got a text alert to my phone which was weird since I don't have an account with you"
"331","@Ask_WellsFargo why do you make it so hard on small biz to make deposits? Daily mobile limit, monthly mobile limit. C'MON!"
"332","@Ask_WellsFargo 96yr old mom hassled at W Miami branch. After 50 years using same ID there it's no longer sufficient."
"333","@Ask_WellsFargo on Kings Avenue/Robertson in Brandon, FL  33511.  Called with no response so I visited, seeking biz banker, went elsewhere."
"334","@Ask_WellsFargo hi can you follow me beacuse i have issues and it should be private"
"335","@Ask_WellsFargo alright then"
"336","@Ask_WellsFargo  Your welcome and have a nice weekend as well."
"337","RT @Ask_WellsFargo: @REUBENRODRIGUE2 Thanks for the mention. Enjoy the rest of your weekend. ^SN"
"338","@Ask_WellsFargo If I deposited a pay check @ my local branch on Friday at 11:00PM CST, what time Sat will it be available?"
"339","I am so sick of you guys!!! If I don't get these charges reversed Asap I will cancel my account!!!! @Ask_WellsFargo @WellsFargo"
"340","RT @Ask_WellsFargo: @1BRANAE It'd be best to speak to a banker about this. Please visit http://t.co/3ZSgIRCCeC to find a store location in …"
"341","RT @Ask_WellsFargo: @tinzleyb Thanks for bringing this to our attention. We'll be sure to share your sweet compliment with Ngozi and her ma…"
"342","@Ask_WellsFargo Called today w/an issue. Told, ""Sorry you can't seem to understand."" by a CS supervisor &amp; was hung up on.  So probably not!"
"343","RT @hbakhtiarian1: @Ask_WellsFargo there is a substantial amount of money missing from my account the branch and customer service could not…"
"344","RT @Ask_WellsFargo: @I_am_Terrance08 We apologize for the experience. Reply back with the store location and we'll share this feedback with…"
"345","@Ask_WellsFargo  No. I was ignored in a brick &amp; mortar location on monday. Tried to process via phone today. No call back to close the loan"
"346","RT @Ask_WellsFargo: @imjosephsfan We saw your tweet. What happened to make you feel this way? ^SN"
"347","@Ask_WellsFargo I got my answer when I went to the #ATM and the charge was a ridiculous $ 5 disgusting, most I have ever seen!"
"348","@Ask_WellsFargo spoke to them already they can't do nothing fuckers"
"349","@Ask_WellsFargo random overdraft fees I knew nothing about <ed><U+00A0><U+00BD><ed><U+00B8><U+00AA>"
"350","@Ask_WellsFargo Hi; I`m from Argentina, raised an LLC in Miami. What do I need to open a checking account+debit card? Estimated time? Thx!"
"351","@Ask_WellsFargo I tried getting everything done on the phone today with your phone reps. Check was never at the branch. Appalling."
"352","@Ask_WellsFargo oh, good. Thank you for doing that!"
"353","@Ask_WellsFargo no because yall put a hold on my check lil fuckers"
"354","As you can see: still no change to my account. I didn't double charge ME! Fix this @Ask_WellsFargo @SallieMae http://t.co/qeLEYMnEYP"
"355","@Ask_WellsFargo I BANK WITH YOU...YOU ALREADY HAVE MY CONTACT INFO!!!! Why does this have to be so difficult?"
"356","@Ask_WellsFargo  - Client/Borrower cannot reach Shelly Danno. Multiple messages have been left for weeks &amp; she has not called back."
"357","@Ask_WellsFargo Your instructions for DM didn't jive with my phone. I have to figure out @Ask_WellsFargo, @SallieMae and Twitter? #lame"
"358","@Ask_WellsFargo 23 minutes in line for an ATM. Not good."
"359","@Ask_WellsFargo the one on westheimer Kirkwood Houston tx 77077"
"360","@Ask_WellsFargo How about you revert to the previous version that worked absolutely fine? I know I am not alone here...just read the reviews"
"361","@Ask_WellsFargo age discrimination and lack of customer service made me lose money, in which no longer a Wells Fargo customer anymore"
"362","@Ask_WellsFargo to keep this brief you turned my card inactive w/o notice and you wont expedite me a new card."
"363","@Ask_WellsFargo will do!"
"364","What would be awesome is if @Ask_WellsFargo wouldn't take out canceled payments from my account which causes other payments to bounce  <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>"
"365","@Ask_WellsFargo has caused me so much headache this week it's unreal. I've never been so dissatisfied."
"366","@Ask_WellsFargo The previous version worked beautifully. Now I cannot access any detailed account information and buttons are useless."
"367","RT @Ask_WellsFargo: @KyleLaron We're glad to hear this! If you need assistance with something in the future, please don't hesitate to conta…"
"368","@Ask_WellsFargo Archaic communication system with customers.  Banking should be in realtime.  Thanks for the reply.  Been with WF for 15yrs"
"369","@Ask_WellsFargo the customer service is really bad!!! May be time for a bank change. This is horrible service!"
"370","RT @lilyyandrews: @Ask_WellsFargo I figured it out, thanks guys ;-) http://t.co/5rw9CXNQTs"
"371","@Ask_WellsFargo I figured it out, thanks guys ;-) http://t.co/5rw9CXNQTs"
"372","@Ask_WellsFargo hahaha. I work for you guys too. But no. If I don't qualify with the strict guidelines. I'll give someone else my money. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"373","RT @Ask_WellsFargo: @TrinaMason Thanks for taking the time to visit us today, Trina! Hope you have a great weekend! ^JD"
"374","@Ask_wellsfargo is there a way to turn off save as you go? It's driving me nuts."
"375","RT @i_beKC: “@QuaRenee: “@Ask_WellsFargo: @QuaRenee Were you able to get assistance? If you need further help, let us know. ^JD”
Shut up.”<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>…"
"376","“@QuaRenee: “@Ask_WellsFargo: @QuaRenee Were you able to get assistance? If you need further help, let us know. ^JD”
Shut up.”<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"377","RT @TheRealJazzieF: ""@QuaRenee: “@Ask_WellsFargo: @QuaRenee Were you able to get assistance? If you need further help, let us know. ^JD”
Sh…"
"378","@Ask_WellsFargo ""Lost"" Do you have an email I can send to?"
"379","""@QuaRenee: “@Ask_WellsFargo: @QuaRenee Were you able to get assistance? If you need further help, let us know. ^JD”
Shut up.""

<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080>"
"380","“@Ask_WellsFargo: @QuaRenee Were you able to get assistance? If you need further help, let us know. ^JD”
Shut up."
"381","@SallieMae finally reached out...stay tuned. Still no resolve. Honestly, @Ask_WellsFargo why should I have 2 work so hard to fix this?"
"382","@Ask_WellsFargo yes.  Better service, but still the same non-answers."
"383","@Ask_WellsFargo In West Seattle the Admiral area 2358 California Avenue Southwest, Seattle, WA 98116 Always a pleasant experience"
"384","@Ask_WellsFargo can't figure out how to DM you right now. How bout you DM me and I will give you my info?"
"385","@Ask_WellsFargo YALL JUST ROBBED ME WOW"
"386","@Ask_WellsFargo Ok. Yes. Thanks. It seems to be a problem in my browser. Sorry."
"387","@Ask_WellsFargo what if I needed that money to feed my kids today?"
"388","@Ask_WellsFargo It is not acceptable that my funds should be tied up because of someone's incompetence."
"389","@Ask_WellsFargo very unhelpful customer service, confusing process, trying to consolidate student loans"
"390","@Ask_WellsFargo It took several weeks, but the credit card issue is being resolved. Soon I'll be able to start on the points refund again."
"391","@Ask_WellsFargo ""Allotted time frame?"" Not acceptable! Why can't someone from @SallieMae talk to someone from @WellsFargo and clear this up?"
"392","@Ask_WellsFargo when I finally got thru to who I needed to speak with I received an answering machine that requested me to call back"
"393","@Ask_WellsFargo YOUR BANK IS A PILE OF HOTASS DOODOO"
"394","@Ask_WellsFargo nevermind. Citlaly and Kasey were amazing customer service reps and totally turned my frown upside down <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"395","@Ask_WellsFargo Academy Plaza in Philadelphia. Thanks for the response. #Classact"
"396","@Ask_WellsFargo I've been to our local branch 3 times in the last two days"
"397","@Ask_WellsFargo After password change, quicken stopped working. The reps recommendations broke my entire quicken online sync"
"398","“@Ask_WellsFargo: @CoolieInDaKut Did something happen to make you upset? Let us try to address your concern. Thanks. ^GG” <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"399","@Ask_WellsFargo you overdraft my account because of @AskPayPal"
"400","@Ask_WellsFargo yes, who should i talk to about FHA insurance loans for first time home buyer, do you guys have a good program for this?"
"401","RT @Ask_WellsFargo: @destridt What happened? ^DQ"
"402","@Ask_WellsFargo thats incredible, i really appreciate your guys service ! thank you dQ"
"403","@Ask_WellsFargo cool. Thank u. We're headed to our local branch now."
"404","@Ask_WellsFargo Thank you! One of the many reasons why you are my main. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"405","@Ask_WellsFargo just got the restraining order to release my funds.. where do I send this to?"
"406","@Ask_WellsFargo Thx, but none of 10 others I've spoken to about fraud perpetrated on my acct could/would help. Been weeks, no resolution."
"407","RT @Ask_WellsFargo: @HugoTone Thanks for the shoutout. ^PC"
"408","@Ask_WellsFargo 3750 Oleander Dr Wilmington NC.....but problem is WF philosophy...should hire best qualified regardless of other factors"
"409","@Ask_WellsFargo finally got through.  I’m good.  Thanks."
"410","@Ask_WellsFargo u too <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"411","@Ask_WellsFargo Just need to discuss my account with a customer serv rep.  When I call and ask for a rep you guys hang up."
"412","@Ask_WellsFargo Its Walmart. Not you. Deleting tweet"
"413","@Ask_WellsFargo U should notify ALL bankers that this is not acceptable...not doing ur job for u"
"414","@Ask_WellsFargo banker interrupted CC app interview to take call on cell phone from baby sitter...I declined CC offer"
"415","@Ask_WellsFargo This is what I learned: My wire sat at Wells Fargo location all day b/c a manager forgot sign off on it &amp; no one checked."
"416","@Ask_WellsFargo sent! Thanks!"
"417","@Ask_WellsFargo U hiring people u can't discipline and gonna regret it"
"418","@Ask_WellsFargo @KD_Jones4  @Chase is free..."
"419","@Ask_WellsFargo was in a store Jan 6 ... don't want to get anyone in trouble but u should know about it"
"420","@Ask_WellsFargo his common sense and listening skills need improvement"
"421","RT @Ask_WellsFargo: @KD_Jones4 We certainly understand. If you have questions or concerns in the future, please do not hesitate to reach ou…"
"422","@Ask_WellsFargo which is for the one i did have and not the one i wanted so now im left with 2 cancled debit cards"
"423","@Ask_WellsFargo card"" the guy said ok. And then we go through the security questions. He then tells me that he ordered me a new card"
"424","@Ask_WellsFargo so i called to get a debit card cancled and since i didnt have my social i said ""can i give you the number of my other debit"
"425","@Ask_WellsFargo I know yall understand how frustrating overdraft is"
"426","@Ask_WellsFargo had almost $1000 fraud on my chk acct. last Friday they said it would be back in by 1/7...it's not."
"427","@Ask_WellsFargo this overdraft stuff... I got it under control though...."
"428","@Ask_WellsFargo it's taking forever (over 12 hours) to receive money from Nigeria <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+0094>"
"429","@Ask_WellsFargo Can't seem to create an online profile, getting an error message that Wells Fargo online is temporarily unavailable?"
"430","@Ask_WellsFargo yeah, you guys returned the charges for fraud and then took them back again."
"431","RT @Ask_WellsFargo: @HisBG103 We appreciate your patience. If you need some assistance, please let us know. ^DQ"
"432","RT @Ask_WellsFargo: @ItsKeniaaa_ Have you filed a claim? If not, please call us at 1-800-869-3557. Thanks. ^JW"
"433","@Ask_WellsFargo The public database used to access multiple choice questions about an individual itself is a security nightmare."
"434","@Ask_WellsFargo I could not answer them, and most I did not know how to even answer because the question itself was wrong."
"435","@Ask_WellsFargo nope. I have to go into a Wells Fargo. The security questions asked to reset my password, most people wouldn't know."
"436","@Ask_WellsFargo oh well thank you! I will do!"
"437","@Ask_WellsFargo Hey guys...hope ull went thru the DM's i sent ull with all details. Please update me and if any MT copy i can get wud help"
"438","@Ask_WellsFargo I can't sign on to my account. I called customer service trying to reactivate it. Still won't work. Hope you can help."
"439","RT @sianoxxvii: @Ask_WellsFargo quit bein a ho and playin wit my money"
"440","@Ask_WellsFargo so my $50+ bar tab is okay to approve but my $10 cab ride in the ice/snow and winter conditions isn't? Disappointing."
"441","@Ask_WellsFargo what's the number to speak directly to a representative? The automated message gives no option, it's getting ridiculous."
"442","RT @Ask_WellsFargo: @_CeciMedina What caused you to feel this way? We'd like the chance to change your perception of us. ^SN"
"443","@Ask_WellsFargo Skype came to my rescue! But thanks anyway, you're great."
"444","@Ask_WellsFargo a charge for an overdraft of 224 that's ridiculous!  Closing my account #Disappointed"
"445","@ask_wellsfargo I'm out of the country having account problems and can't connect to your phone line. Help. Now would be good."
"446","@Ask_WellsFargo no, sorry. It's nothing you did."
"447","@Ask_WellsFargo I did see the call but I was still at a work meeting &amp; unable to discuss such matters at the time. I will call tomorrow. TY"
"448","@Ask_WellsFargo lol I don't want to call YOU. When you guys call me it should be an actual person.
#ianswer #notdodging @WellsFargo"
"449","RT @Ask_WellsFargo: @CaressMyCake We appreciate the mention. If there’s something we can look into for you, please let us know. Enjoy the r…"
"450","@Ask_WellsFargo By DM"
"451","@Ask_WellsFargo no if it happens again i will"
"452","@Ask_WellsFargo I transferred money into someone account a couple days ago but they never got it but the money was taken out my account"
"453","""@Ask_WellsFargo: @Abdoul_madakee Thanks for the confirmation. Enjoy the rest of your day. ^SN"" thanks"
"454","@Ask_WellsFargo keep getting cards that dont work i have got 2 debt card they only work for the day i have it have a new one in the mail now"
"455","""@Ask_WellsFargo: @Abdoul_madakee We saw your tweet. Were you able to connect with a banker and get the assistance you needed? ^SN"" yeah"
"456","@Ask_WellsFargo filed an order to show cause in court..  judge signs it tmw for the full release of my funds.  Case # is 16302 SCK 2014 NYC"
"457","@Ask_WellsFargo Please follow me to explain the situation,  thanks!"
"458","@Ask_WellsFargo thx for doling out my funds to me like it's a paycheck.. $500 yesterday.. $2,500 today.. I need the balance released ASAP!"
"459","RT @Ask_WellsFargo: @SamanthaJuliet_ Have you spoken to a mobile specialist about this? If not, please call 1-800-956-4442. ^PC"
"460","At first the guy was rude then I called back &amp; the lady was very helpful RT @Ask_WellsFargo: @Such_a_Lesbian Were they able to assist you?"
"461","RT @Ask_WellsFargo: @Swings2raw Thanks for coming to see us again! Happy Thursday! ^JD"
"462","@Ask_WellsFargo Daytona beach, FL on Beville Rd. Thank you."
"463","RT @Ask_WellsFargo: @CrystalNayNay We saw your tweet. Were you able to connect with a banker and get the help you needed? If not, call 1-80…"
"464","RT @Ask_WellsFargo: @carlagee13 We appreciate the love! Thanks! ^PC"
"465","RT @Ask_WellsFargo: @lizacary Have you spoken to a banker about the fee? If not, please call 1-800-869-3557. ^PC"
"466","RT @Ask_WellsFargo: Thanks for the compliment! RT @darrinmogul: @Ask_WellsFargo wow thanks for taking time out to reply! I love your custom…"
"467","@Ask_WellsFargo I don't want a company to keep charging my card but I don't know the info to that account anymore. How do I block them?"
"468","@Ask_WellsFargo i think i have recieved a fraudulant email that is trying to fish for my account information. how i do go about reporting?"
"469","@Ask_WellsFargo thank you-- 855-608-1919"
"470","@Ask_WellsFargo Getting automated voicemails about very important messages from Wells Fargo. An 855 number is left as a callback. Scam?"
"471","@Ask_WellsFargo you could reimburse me for my troubles"
"472","@Ask_WellsFargo I have no intention to return to Wells Fargo but thank you for your concern."
"473","@Ask_WellsFargo Oh just the same ol' shit that you get sued for and not allowed to operate in some states over."
"474","@Ask_WellsFargo and I have a late fee that I shouldn't be responsible for &amp; the bank is just going in circles with me on this."
"475","@Ask_WellsFargo I cancelled an automatic payment on my account, was told by the teller it was canceled &amp; it wasn't. Now a check bounced"
"476","@Ask_WellsFargo His information is public knowledge and should not be removed."
"477","@Ask_WellsFargo yeah, I figured that out, but it's still bad practice since it &amp; the URLs in the email doesn't match your actual domain."
"478","@Ask_WellsFargo yall not a very good bank that's what happened"
"479","Huge shout out to Rene(male) @Ask_WellsFargo San Antonio call center.  100% #legendaryservice. Now the #hovisrd location needs training."
"480","@Ask_WellsFargo it's just that you have such little real estate in NYC you would think you would add not take away! Such a shame."
"481","@Ask_WellsFargo nothing at all this lady is a wonderful employee and I appreciate you guys for hiring her http://t.co/R8JJG2F4Dm"
"482","@Ask_WellsFargo Do you have plans to support Touch ID on iOS to log into the WellsFargo mobile app?"
"483","“@Ask_WellsFargo: @ZachisZach We apologize for the inconvenience. Have you spoken to a credit card specialist?...” Yes. Too many times"
"484","@Ask_WellsFargo Sugar Land TX on Kensington &amp; 6 #pathetic"
"485","@Ask_WellsFargo Like I previously stated, your company has poor customer service so likely there's ""Nothing you can do"". Good day."
"486","@WellsFargoWorks @Ask_WellsFargo I have a complaint. Wells is in the same category as comcast. You guys really need to step up your training"
"487","RT @Ask_WellsFargo: @Dr3aDrea We apologize for the wait. Did this happen at a Wells Fargo store or over the phone? If you need assistance, …"
"488","@Ask_WellsFargo Which now I'm out $70 because your online banking made me believe I had more money than what was actually posted. Thanks!!!!"
"489","@Ask_WellsFargo Money shouldn't show up in my account that's not available, leading me to think it is. Which therefore, made me overdraft."
"490","Thanks for the compliment! RT @darrinmogul: @Ask_WellsFargo wow thanks for taking time out to reply! I love your customer service! ... ^DW"
"491","@Ask_WellsFargo I believe it is 7620 little river turnpike, Annandale Virginia"
"492","@Ask_WellsFargo Annandale next to the McDonald's and 7/11"
"493","@Ask_WellsFargo Thank You"
"494","@Ask_WellsFargo it is the one off of little river turnpike"
"495","@Ask_WellsFargo I was finally able to cash my check but not after being treated as if I falsified the check. They were very rude."
"496","@Ask_WellsFargo wow thanks for taking time out to reply! I love your customer service! #NowFollowing"
"497","RT @Ask_WellsFargo: @darrinmogul We appreciate you sharing your experience, Darrin. Please tweet us if we can try to assist in the future. …"
"498","@Ask_WellsFargo I just DM youll with all the details. please look into it and help to resolve it..thanx. Manogna"
"499","@Ask_WellsFargo sure did."
"500","@Ask_WellsFargo debit card that was ordered 4weeks ago still isn't here!"
"501","RT @Ask_WellsFargo: @YoungRatchy_ What happened to cause you to feel this way? Tell us about the situation (no account numbers) and we'll t…"
"502","@Ask_WellsFargo It gave me emotional scars"
"503","RT @Ask_WellsFargo: @Gingersnap19998 We are sorry to hear this and appreciate your feedback, Kali. ^TL"
"504","@Ask_WellsFargo I shouldn't have to decline an offer five times."
"505","@Ask_WellsFargo Continuous poor customer service. Get your online banking together because that just lost you another user of your services."
"506","@Ask_WellsFargo I received horrible customer service when I tried to cash my check but did not wish to open an account."
"507","@Ask_WellsFargo i am following ull already. plz provide email id..it wud be safer...thanx"
"508","@Ask_WellsFargo my mind won't change. I'm closing my account immediately!"
"509","@Ask_WellsFargo plz tell me an email id where i can send u my personal details,. On twitter reply everybody can view them...thanx"
"510","@Ask_WellsFargo Manogna Rajan if i give my contact details it wud n public here right? and my address. is there na email id i can send to??"
"511","@Ask_WellsFargo I understand extra security, but it seems a little overboard. Couldn’t you just do a text verification like most services?"
"512","@Ask_WellsFargo don't @ me. The whole banking system is dumb &amp; you all need to do better. You can't help me BC the money gone now!"
"513","@Ask_WellsFargo Kindly help me with an email id where in i can send u the Swift details to look into &amp; if ull can help me sort this....thanx"
"514","@Ask_WellsFargo But the Barlcays bank London are claiming ur bank hasn't sent them the funds.So am confused not knowing whre to go wat to do"
"515","@Ask_WellsFargo My bank gave MT199 dtails of the swifttransfer dat funds wre sent back to Wells Fargo again on 12thdecember to send Barclays"
"516","@Ask_WellsFargo columbia, sc. The one on the corner of two notch and parklane rd."
"517","@Ask_WellsFargo As intermediary bfore it cud come to my bank.Due to communication error da funds wre sent back since it ws mre than 24-48hrs"
"518","@Ask_WellsFargo @ManognaR I hd a swift transfer frm Barclays to my Indian account where in Wells fargo ws the correspondent bank."
"519","@Ask_WellsFargo please follow me so I can dm you."
"520","@Ask_WellsFargo that is depressing. It was so easy and convenient!!!"
"521","@Ask_WellsFargo bank statement wouldn't update from the mobile app"
"522","@Ask_WellsFargo I have, this has happened a few times now. I haven't tried that number yet though"
"523","@ask_wellsfargo I'm being charged for Direct Pay after being told it would be free, and after going to branch and being told it would stop."
"524","@Ask_WellsFargo Your fees are killliinngggg me! I have -$5 <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>"
"525","RT @Ask_WellsFargo: @alayoubi_09 It is our pleasure, Slaiman. Thank you for sharing your kind words! ^TL"
"526","@Ask_WellsFargo I'm trying to get my account set up with PayPal so I can make money transfers."
"527","@Ask_WellsFargo im good"
"528","@Ask_WellsFargo 5700 Folsom Boulevard, Sacramento, CA 95819"
"529","@Ask_WellsFargo Also, it's highly annoying that I have to select my other account EVERY time I deposit a check through the app."
"530","RT @Ask_WellsFargo: @BibbsEra Were you able to get the needed assistance over the phone, Keiran? If not, please let us know the reason for …"
"531","@Ask_WellsFargo nah fuck yall, I tried to exchange a Canadian $50 for US money &amp; had to go through hella shit &amp; still couldn't exchange it"
"532","RT @Ask_WellsFargo: @fayettecounty32 We are now following you. Please follow/DM us with more details (no account numbers). ^JW"
"533","RT @Ask_WellsFargo: @SheSoBlunt_ We add your direct deposit amount to your Available Balance on the same day we receive your deposit. Call …"
"534","@Ask_WellsFargo can I direct message you"
"535","@Ask_WellsFargo what is the aba # or electronic routing number for Wells Fargo trying to do a wire transfer and it keeps bouncing back"
"536","@Ask_WellsFargo The money posted this morning. Thank you."
"537","@Ask_WellsFargo we have employees to pay and we need our funds released today.  It's been 13 h since I sent you the DM and .....silence"
"538","@Ask_WellsFargo PLEASE REPLY AND HELP ME WITH THIS SWIFT TX DATS MISSING"
"539","@Ask_WellsFargo Its in a big mess due to no proper communication.few details are 54A: Receiver's Correspondent - FI BICWELLS FARGO BANK, N.A"
"540","@Ask_WellsFargo Hi there i been trying to get in tuch regrdng a transaction dispute. been over a month and not solved. can u help??"
"541","RT @Ask_WellsFargo: @MarcusRealius You're welcome. If you need assistance with something in the future, let us know. ^LW"
"542","@Ask_WellsFargo I would suggest sending Ricardo over to your social team to work on some grammar issues there... Thank you for share..."
"543","@Ask_WellsFargo I need all  funds released tmw or I will be submitting a press release online tomorrow afternoon about this.  deplorable"
"544","@Ask_WellsFargo our deposits for December was $78k, Nov $76k, Oct. $65,614, Sept $69,432.. so this is how you treat your business customers?"
"545","@Ask_WellsFargo just read the disclosure agmt loss and prevention dept keeps referring 2  nowhere does it say u can freeze entire acct"
"546","RT @Ask_WellsFargo: @theSHANNNA We saw your tweet. For more info, please visit http://t.co/ji7UQHmtXu. ^SN"
"547","RT @Ask_WellsFargo: @michelleMFtran Glad to hear you had a good experience! If you need further help in the future, don't hesitate to ask u…"
"548","RT @Ask_WellsFargo: @michelleMFtran Tell us about the reason for the call, maybe we can help. ^SN"
"549","@Ask_WellsFargo because yall stole my money.."
"550","RT @Ask_WellsFargo: @gucciwingz_ What occurred to make you feel this way? Tell us more about the experience. We'll try to help change your …"
"551","@Ask_WellsFargo quit bein a ho and playin wit my money"
"552","@Ask_WellsFargo I have talked to them a few times, they offered a solution that raised my interest rate. The opposite of what I would like."
"553","@Ask_WellsFargo Well I havrle ridiculously high payments on my student loans that I can't really afford to make and no way of lowering them"
"554","@Ask_WellsFargo my debit card was declined and I have money on it?"
"555","@Ask_WellsFargo no longer a customer at your bank, I need my past statements in physical form. no way to get them &amp; CS is severely unhelpful"
"556","RT @Ask_WellsFargo: @lananhtrans WF is committed to protecting customers' financial information and privacy. We're glad to hear we were abl…"
"557","@Ask_WellsFargo haha not your fault! i'm sorry for yelling, it's been a long day."
"558","@Ask_WellsFargo That's if ur lucky."
"559","@Ask_WellsFargo That s was an accident....branch is always slow and I would assume under staffed because the line is ALWAYS a 15 minute wait"
"560","@Ask_WellsFargo just the latest inconsistency of the sort ive encountered at that branch. Branch is on nicollet ave and lake st Mpls mn s"
"561","@Ask_WellsFargo I was told 'its our policy to not cash or deposit post-dated checks...' They cashed or deposited a post dated check."
"562","@Ask_WellsFargo nothing to fix. Except that tellers seem to not know policies and/or they don't follow policies at the branch nearest to me"
"563","RT @rawilson1980: Wow great job @Ask_WellsFargo on the new and improved iPad app for #mobilebanking !! Love it!!!"
"564","@Ask_WellsFargo well I was lied to...again at wells Fargo. That's pretty much it."
"565","@Ask_WellsFargo I just sent you a DM.  I hope to have my funds released tmw so I can move on with my life and continue running my business"
"566","@Ask_WellsFargo Richland, Washington!"
"567","@Ask_WellsFargo I did"
"568","From yet another @Ask_WellsFargo Apple Pay email: “Open Passbook on your new iPhone and select the link...” WHAT LINK? THERE IS NO LINK."
"569","@Ask_WellsFargo I guess it's more profitable for you to hold my funds.  The least you could have done is to notify me of the closure"
"570","@Ask_WellsFargo it's a waste of time calling that nbr.  I get a different answer from each rep I speak to  need to have my funds released!"
"571","@Ask_WellsFargo I have a police rept filed on Nov 21st for multiple fraudulent charges on my card and for this reason my account was closed"
"572","@Ask_WellsFargo yes I have been doing so all day  I am met with nothing but apathy and condescending comments."
"573","@Ask_WellsFargo Thanks! I understand why it's this way (a lot of people probably took bad photos), but you guys over-corrected."
"574","@Ask_WellsFargo I've called in the past and the app got worse. You used to let users manually capture. Now it fails on perfectly good shots."
"575","@Ask_WellsFargo closing/restarting isn't going to help. The app is poorly designed. It takes 4-5 failed tries to let me manually capture."
"576","@Ask_WellsFargo looks like they put it back up. Good for them. http://t.co/u7qGTQmaL9"
"577","@Ask_WellsFargo leave me alone!!!"
"578","@Ask_WellsFargo Yes I did. Thanks"
"579","@Ask_WellsFargo  ive talked and called your bankers all i keep hearing is ""we cant help you"""
