"","x"
"321","@BofA_Help thanks, but think I'll be going to an actual location with copy of email."
"322","Why yall only got one teller working? It's prime time for working professionals tryna handle business on their lunch break @BofA_Help"
"323","@BofA_Help there really isn't anything you guys could help me with."
"324","Cannot wait to be done with @BofA_Help <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><U+270C><U+FE0F>"
"325","@JustCaustic @soupersoaker @BofA_Help some of Yall gettin lonely huh????"
"326","Please pray for me, ugh I hate dealing with this bank @BofA_Help"
"327","@soupersoaker bitches always come crawling back I swear ""@BofA_Help: @JustCaustic  Hi, what happened? Anything I can do to help? ^am"""
"328","@BofA_Help Hi! Transactions overnight over drafted my acct racking up $140 in fees. I have funds in savings. How can I get those reversed?"
"329","@BofA_Help I was and your rep was very pleasant. Thanks for the contact. <U+270C><U+FE0F>"
"330","@BofA_Help I called the bank and solved the problem before I see your tweet. Thank you"
"331","<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> RT @_Juicy_Drips: @BofA_Help yea tell them to unlock my account so I can get my 2150!!!"
"332","@BofA_Help never mind I know what happened"
"333","@BofA_Help yes, thanks. Card cancelled (suspected breach) new one issued.  No email from BofA about cancellation, maybe an idea for future?"
"334","@BofA_Help thank you"
"335",".@BofA_Help They're working on it. They applied someone's $20k payment to our account by mistake. Waiting on call back w/ resolution."
"336","RT @BofA_Help: @lilaaaye  I’d be happy to give you a call to discuss your concerns. Please DM name/zip/phone. ^am"
"337","@BofA_Help no thank you. The help won't be necessary."
"338","@BofA_Help no. I'm waiting for a sign-up bonus. As a valued customer I need to be lured away from my financial institution"
"339","@BofA_Help Sale date is tomorrow. Owner submitted loan mod but why lender still pursue with foreclosure. Pls help my number is 408-833-0862."
"340","@BofA_Help Five Points store in Columbia, SC"
"341","@BofA_Help it's fine I'm heading down there to see you guys in person no worries"
"342","RT @AdoreMe_Xo: @PoohShmurda_OTS @BofA_Help AIN'T <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>"
"343","@PoohShmurda_OTS @BofA_Help AIN'T <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>"
"344","RT @PoohShmurda_OTS: ain't gettin our account # “@AdoreMe_Xo: ""@BofA_Help: @AdoreMe_Xo  Hi, what happened? Anything I can do to help?"" @Poo…"
"345","ain't gettin our account # “@AdoreMe_Xo: ""@BofA_Help: @AdoreMe_Xo  Hi, what happened? Anything I can do to help?"" @PoohShmurda_OTS <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> look”"
"346","@BofA_Help you guys done messed up too many times im going to bank with @WellsFargo now"
"347","""@BofA_Help: @AdoreMe_Xo  Hi, what happened? Anything I can do to help? ^am"" @PoohShmurda_OTS <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> look"
"348","RT @BofA_Help: @lilaaaye  Hi, what happened? Anything I can do to help? ^am"
"349","RT @BofA_Help: @lilaaaye  What happened? Anything I can do to help? ^ls"
"350","@BofA_Help having trouble finding any using your card while traveling link?"
"351","@BofA_Help no, you a guys are awful. I'm closing my account."
"352","@BofA_Help I am wanting to open savings to go with my checking that I currently have. Am I eligible for that?"
"353","@BofA_Help I got someone who was extremely helpful when I called the helpline a second time. Have a great day! :-)"
"354","@BofA_Help Waiting for a pending transaction on my credit card to either b successful or cancelled since Thursday. No help from ""contact us"""
"355","@cmbrookins @BofA_Help Did the same thing to my mother. BoA is a goliath that generally treats its customers as beggars. My family canceled."
"356","I called for a new card. But I shouldn't have to call to find out my card was cancelled! Email/call notify. Snail mail obsolete. @BofA_Help"
"357","@BofA_Help why can I login to my accounts?"
"358","Looks like I'll be transferring all of my money to @PNCBank ... Tired of @BofA_Help and their practices. No longer customer oriented."
"359","@BofA_Help no there's nothing that can be done, I just have a negative balance on my account"
"360","“@BofA_Help: @aintshe_dazzlin  Hi, what happened? Anything I can do to help? ^am”<ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>"
"361","@BofA_Help thank you for the follow up.   I just got back to states.  I went back to the store and they made it right."
"362","@BofA_Help May sound like a dumb question, can I deposit cash at a BofA ATM? I've been told you don't need an envelope???"
"363","@BofA_Help I don't know what DM means"
"364","Depositing a check. (@ Bank of America - @bofa_help in Altamonte Springs, FL) https://t.co/09y4QAui6S"
"365","@BofA_Help you guys are so helpful. I got it straightened out. Thank-you"
"366","@BofA_Help sorry for the late reply. I just haven't had time lately. Soon I will make a phone call."
"367","@BofA_Help @ZacZimmDog THE FUKKERS SAID NOOO"
"368","@BofA_Help is there a limit for how much cash you can deposit in the ATM daily?"
"369","@BofA_Help Short sale dies today!!  Been trying to reach Short sale asset manager since 1/8!!  6788984900"
"370","@BofA_Help have called to have it reopened. How long does it take? Is there a way to have it expedited?"
"371","Nah F U. “@BofA_Help: @BlvdMari_  Hi, we’re here to help; let me know what I can do to assist. ^am”"
"372","@BofA_Help just wondering why I was charged an $8.95 ""maintenance fee"" to my checking account."
"373","@BofA_Help yep did that. Nothing in service near me (5miles) of downtown Wichita"
"374","@BofA_Help No problem. It was resolved quickly. Thanks"
"375","@BofA_Help no it's taken care of thank you"
"376","@BofA_Help HELLO ANYONE THERE!?"
"377",".@BofA_Help You're like an annoying ex-boyfriend that wont get the message and continue to annoy. #customerservice #switchingtochase @Chase"
"378","@BofA_Help thank you, please call early in the morning. Cheers D"
"379","RT @BofA_Help: @ashmurphy2199  Hi, Ashley. That’s great to hear! We appreciate your business! ^am"
"380","@BofA_Help they fixed it. But it only took 5 times to get my to go through and an hr late to my appointment"
"381","@BofA_Help I did email that address you provided but they texted me to contact them"
"382","RT @BofA_Help: @ashmurphy2199  Hi, Ashley. That’s great to hear! We appreciate your business! ^am"
"383","GOT A QUESTION @BofA_Help"
"384","@BofA_Help - why the hell do you need 12$ for a ""monthly maintenance fee"" @bankofamerica ??"
"385","@BofA_Help how would I get that fixed? Also, it wouldn't let me use the card even though I have plenty of open credit for what I wanted."
"386","@BofA_Help I made a phone payment on the 9th when it was due. It charged me a late payment and scheduled it for the tenth. That is wrong so"
"387","@BofA_Help Since when does @bankofamerica text to call them??? #weird"
"388","@BofA_Help why do transactions take so long to process on the weekends?"
"389","@BofA_Help yea tell them to unlock my account so I can get my 2150!!!"
"390","@BofA_Help hello, I'm leaving the country to go to Europe. Do I need to let B of A know? Thanks."
"391","@BofA_Help I'm out of the country and don't know what number to call for a question regarding an overdraft. Can you please help."
"392","@BofA_Help you called me about fraud on my CC yesterday and I haven't been able to get through hold to talk to anyone with MULTIPLE attempts"
"393","@BofA_Help checked from my acc, I didn't accept this deal on 1/12 $99."
"394","@BofA_Help Great assistance and explanation from Card Services! #ManagerMichelle #CustomerService #BOFA"
"395","@Poonchi_ Hi, Po.  We saw that you mentioned us. If you need help, let us know @BofA_Help. ^av"
"396","@BofA_Help your Custer &amp; 121 (McKinney) Park and Tollway (Plano) locations both have a great staff! Parker and tollway (Plano) HORRIBLE/RUDE"
"397","@BofA_Help called to report fraud nearly a week ago &amp; no one is getting back to me to discuss what is and isn't fraud on my acct. help!"
"398","RT @BofA_Help: @SydneyBalch I'm glad you're enjoying the convenience of the mobile app. Thank you for being a valued customer! ^rh"
"399","@BofA_Help for obvious reasons I do not take your ""allow 2-3 days"" lightly. I have heard that multiple times, for the last 30 plus days"
"400","@BofA_Help I am sorry. And perhaps you do not have fault in this, but do you really think it's prudent to have me wait another few days?"
"401","@BofA_Help hey guys. My card was blocked while in NYC probably because of travel. Can I fix that through here or phone only?"
"402","@BofA_Help Odd: OLB verified full legal name w/ me upon login. Why?  Is it doing this for everyone?  Thx!"
"403","@BofA_Help explain how one can pay 50% of their card balance &amp; u reduce the avail credit the exact ant the next day?! Ridiculous! Piss Poor!"
"404","@BofA_Help my cc was cancelled without me asking for it. No disclosure was read either. Ridiculous! So much for being Platinum Preferred.."
"405","@BofA_Help money that I didn't use was taken out"
"406","@BofA_Help thanks, I would love assistance."
"407","@BofA_Help I can't use my email to receive money,I call U and U asked me to call WF Bank,WF said your account is closed this is BofA Problem"
"408","@BofA_Help all good, Firefox didn't like the url. Chrome was able to get me logged in"
"409","RT @brookiespears: @BofA_Help you helped me enough thank you though"
"410","RT @BofA_Help: @brookiespears We'd like the opportunity to see how we can help; please let us know if you change your mind. ^jd"
"411","@BofA_Help it was AT a banking center. I just hope I'm not charged when I close my account too! Who else treats their customers like this?"
"412","@BofA_Help thanks the help Jenny. Or maybe Jennie. I realized I never got the spelling. Sorry."
"413","@BofA_Help Why is the Power Rewards cash redemption rate 100pts=$1 but the charitable donation rate 120pts=$1?"
"414","@BofA_Help i called in and was assisted"
"415","@BofA_Help At this point, I am going to cancel all of my accounts with #bankofamerica tomorrow. This service is just awful!"
"416","@BofA_Help NO! I am still on hold tonight. 37:58 sec so far! NO one answers call, not even on the fraud line. Ridiculous!"
"417","(2/2) his email isn't on the account. Reps had no solution, I'm concerned about fraud. Help? @BofA_Help"
"418","(1/2) Hey @BofA_Help my dad is getting emails about my account (he isn't auth user) Your reps say they have no record of these emails &amp;..."
"419","@AlexandraPuffer @bankofamerica @BofA_Help thank you! I keep this account for all my moving around, but  seriously tempted to close it"
"420","@Kfroehlich22 @bankofamerica Go with a local credit union next time, love! But try @BofA_Help Hope it's resolved quickly."
"421","@BofA_Help i just had a deposit on the 3rd and its showing it went in the 5th  so it's confusing me"
"422","put the wrong amount on my mobile check deposit what do I do now @BofA_Help"
"423","@BofA_Help awee Love u guys <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"424","@BofA_Help I'll be calling in tomorrow, as it's too late tonight.  Is it possible though?"
"425","@BofA_Help you helped me enough thank you though"
"426","@BofA_Help says i can’t DM people not following"
"427","@BofA_Help I need your help, I can't use my credit card to buy in @GUESS store?"
"428","@BofA_Help somewhat but im not quite sure, still havent been able to talk to a CC representative."
"429","@BofA_Help Twitter won't let me DM, but location doesn't matter.  I'm offended that I have to pay to cash a check you issued."
"430","@BofA_Help can you product change a Virgin Atlantic credit card to a no annual fee card? Been told 2 different things by CSR. Thanks!"
"431","@BofA_Help no I haven't"
"432","@BofA_Help Please bring Bank of America to #BlackBerry10"
"433","@BofA_Help oh no it's cool im grand im just leaving your bank"
"434","@BofA_Help whats wrong with yalls phones? Been on hold for over an hr now!!!"
"435","RT @BofA_Help: @TheNotoriousMIG Hi, what happened? Do you need any assistance? ^jd"
"436","@BofA_Help let me pull my money out my account !"
"437","@BofA_Help bad service here. Call me at 2pm tomorrow pleaee"
"438","@BofA_Help I'm done with y'all. You will be humbled."
"439","@BofA_Help ok follow back"
"440","@BofA_Help Hey! Been on hold to report fraud for over 15 minutes. I imagine you guys are busy - any other way I can go about doing this????"
"441","@BofA_Help what do you do when you are stuck at a restaurant and don't have your Bank of America card?? Lol"
"442","@BofA_Help the problem has already been resolved. thanks for getting back to me after banking hours today. much appreesh."
"443","@BofA_Help No caller Id, unfortunately."
"444","@BofA_Help not showing what the call center is showing. It was a complete waste of time. Nothing got resolved"
"445","RT @BofA_Help: @Adam_swavey17 I’d be happy to give you a call to discuss your concerns and see what I can do to help. Please DM your name/z…"
"446","@BofA_Help nope... I called the call center. They told me 2go to the branch. The. The branch told me that their computer system is not (pt1)"
"447","RT @BofA_Help: @Sailor_BOBert Hi Robert. We’re here to help; let me know what I can do to assist. ^ma"
"448","@BofA_Help your bank lost my checks and has failed to reinstate the money that they lost."
"449","@BofA_Help are your lines working? Been trying to communicate all day long, keep getting being put on hold!! #annoyed"
"450","@BofA_Help yup thanks playuh."
"451","@BofA_Help there is nothing you can do to help Bank of America is just a fuck up"
"452","@BofA_Help it's been taken care of"
"453","@BofA_Help I'll take a rain check on that offer. I think your company has done enough ""helping"" for the moment.  Oh wait... #ha"
"454","@BofA_Help I contact u on Wednesday"
"455","@BofA_Help they stole my tweet fam"
"456","@BofA_Help Get naked and call your senator and demand that the OCC DECHARTER B of A! #GoldenGIobes It would make a great movie!"
"457","@MarleeDecker @BofA_Help IT SAYS INVALID CARD WHEN THERE IS STILL MONEY IN MY ACCOUNT, I JUST DONT UNDERSTAND I DONT"
"458","@BofA_Help @xKelsealee her card don't work"
"459","RT @BofA_Help: @xKelsealee We’re here to help; let me know what I can do to assist. ^ma"
"460","@BofA_Help if I recently changed my mailing address for my CC, does this mean I should put in the new zip code when using the card?"
"461","@BofA_Help got it taken care of, thanks"
"462","@BofA_Help I hate you I hate you I hate you"
"463","""@BofA_Help: @capecoddin I'm following up to see if there is anything we can do to help. ^co"" thanks for your help &amp; fixing the problem"
"464","RT @RhduvuiEdward: @SailorBoyMeeko @BofA_Help they suspect though"
"465","@SailorBoyMeeko @BofA_Help they suspect though"
"466","@BofA_Help if I deposited my check on my phone late Friday night when should I expect to see it in my account"
"467","RT @RhduvuiEdward: @BofA_Help @SailorBoyMeeko don't give that zoe no info. He tryna finness"
"468","@RhduvuiEdward @BofA_Help Lmao that's the official page <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>"
"469","@BofA_Help no I don't want your help and you no longer have my business."
"470","@BofA_Help @SailorBoyMeeko don't give that zoe no info. He tryna finness"
"471","RT @BofA_Help: @SailorBoyMeeko Please DM your full name, zip and phone number so we can give you a call to discuss your concerns. ^pf"
"472","@BofA_Help thanks. I fixed it."
"473","@BofA_Help nah you suck eat a dick"
"474","@BofA_Help how early will I receive my deposits if I bank with you"
"475","“@BofA_Help: @RyanDomis  Please DM the requested information if you need assistance we’d be happy to see how we can help""all is fixed/thanks"
"476","@BofA_Help yep, ty!"
"477","@BofA_Help @The_Cantinflas give me a phone number where someone answers the phone"
"478","@BofA_Help  looking for grads on a scheme to fill out my CIPD dissertation survey https://t.co/Pk7vL7SzTl pls RT"
"479","@BofA_Help ease update your app. It keeps crashing and I live a ways away from an atm where I can deposit checks"
"480","@BofA_Help thanks still waiting for written confirm from boca"
"481","@BofA_Help I've called to get help and my problems are still occurring so I'll be closing my account soon."
"482","@BofA_Help No, I haven't bothered to contact anyone. Last time I was just told it was my fault that I got wrong information from you guys."
"483","@BofA_Help hey ya but I have no phone right now"
"484","@BofA_Help if you could call me back right now that'd be good"
"485","@BofA_Help I can't see my credit card account when I log in to BofA (either on web or on the app).  Is there some issue?"
"486","@BofA_Help someone just called me themselves. Taken care of. School wifi sucks. It sent ""fraud-like"" actions with 6 purchases. But thanks!"
"487","@BofA_Help thanks for reply!! Hope we at least get an @bankofamerica ATM in Harrisburg PA. <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"488","RT @BofA_Help: @revthomasjr Hi, Walter.We constantly evaluate our retail network to meet evolving customer demand and may add or consolidat…"
"489","@BofA_Help every time I leave the app it logs me out"
"490","RT @BofA_Help: @SailorBoyMeeko What happened? Anything I can do to help ? ^pf"
"491","RT @BofA_Help: @byEssins Hi Jake. We're glad to hear you're enjoying our mobile banking app. ^pf"
"492","@BofA_Help cell is 630-215-7727. 9-5 central time"
"493","RT @BofA_Help: @byEssins Hi Jake. We're glad to hear you're enjoying our mobile banking app. ^pf"
"494","RT @BofA_Help: @byEssins Hi Jake. We're glad to hear you're enjoying our mobile banking app. ^pf"
"495","RT @BofA_Help: @byEssins Hi Jake. We're glad to hear you're enjoying our mobile banking app. ^pf"
"496","@BofA_Help thank u the manager just shredded my atm card and sent me a new one so the problem should be fixed"
"497","@BofA_Help cashing my check would be lovely"
"498","@BofA_Help No I don't...I refuse to continue banking with them"
"499","@BofA_Help All good now. Deleted card and added it back in."
"500","@BofA_Help nope you guys have done enough"
"501","@BofA_Help can you write the FedEx follow up number"
"502","@BofA_Help terrible customer service"
"503","@BofA_Help I waited 30 minutes to be helped...said something several times..then a guy walks in and gets helped instantly..."
"504","@BofA_Help it's actually for a friend. It's the monthly fees"
"505","@BofA_Help Here I sit still waiting 4 a F/up call from J.R. Ekern re: my refi!  Svc shot downhill fast in the 4 months this has dragged on!"
"506","RT @SinProper: @_LoveTru @BofA_Help naw this is one of them ""you can't tell us a reason"" situations. You ain't got da answers sway"
"507","@BofA_Help 

Thanks for following up. No, I was not able to find the information online."
"508","@BofA_Help How do I change my pass code online?"
"509","RT @BofA_Help: @shelbyblack951 Thank you for the feedback! We appreciate your support.^sw"
"510","@BofA_Help Just had 2 different calls w/ your support center. I don't wish to discuss further as it is a waste of my valuable time. Thx tho."
"511","@BofA_Help If you could disclose who lost my CC info so I can not continue shopping there while they ""investigate"" that would be great :)"
"512","@BofA_Help I will thanks"
"513","""@BofA_Help: @Timothy_Ozovehe You're welcome. Please let us know if you need help in the future. ^ji"". Okay"
"514","@BofA_Help been a loyal customer with business and personal accounts and get treated like a number and like I'm trying to steal from BofA"
"515","@BofA_Help just had a horrible experience regarding a claim, the communication, how it's being handled and how I was talked to"
"516","@_LoveTru @BofA_Help naw this is one of them ""you can't tell us a reason"" situations. You ain't got da answers sway"
"517","@BofA_Help NA FUCK THAT...tell BRIAN MOYNIHAN I want the FADE...Fuck him and you and every other banker and ALL yall employees"
"518","@BofA_Help Happy Monday. Will any BofA branches open on MLK Day? Or is your bank observing that holiday and closing?"
"519","RT @BofA_Help: @gwynethpena We appreciate your feedback and will share it with the appropriate parties. ^ma"
"520","@BofA_Help thanks"
"521","@BofA_Help i'm in Barcelona Spain now i'd use my debit card. Which Atm does charge me the min fee and what's the rate of exchange?"
"522","RT @BofA_Help: @Timothy_Ozovehe Were you able to get the problem resolved? If not, I’d like to help. ^ji"
"523","@BofA_Help I made a credit card payment over the weekend to set up a payment for Monday but it's still pending how and what can I do?"
"524","RT @BofA_Help: @_LoveTru We’re here to help; let me know what I can do to assist. ^ma"
"525","@BofA_Help yes, after 4:30pm CT please!"
"526","@BofA_Help I sent money to one of your account holders through clearXchange and they never got it. What should I do now?"
"527","@King_XCIII  Hi, we saw that you mentioned us. If you need help, let us know @BofA_Help. ^mb"
"528","@bofa_help ie. my call was terminated. Going to try calling Apple now."
"529","@BofA_Help Hey BofA! I have an online-only account with you, but you don't have a mobile app for the Amazon Fire yet. Any plans to make one?"
"530","@BofA_Help they called and didnt reach phone fast enough... It  was 3 ring and no voicemail left"
"531","@BofA_Help thank you!!"
"532","@bofa_help I talked to 3 representatives. Last transfer was not successful. Frustrating."
"533","Just when I thought I was ok with @BofA_Help I receive a $35 fine for a 0.21 [difference] charge, not even a full dollar!! WTH?! DONE #BOFA"
"534","@BofA_Help thanks in advance"
"535","@BofA_Help you have REO property at 7848 Constance, Chicago. I have a buyer interested in purchasing it."
"536","@BofA_Help you guys love to mislead and charge <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>"
"537","@BofA_Help my concern is that you guys are charging me for being broke ..how can you help me with that exactly ?"
"538","@BofA_Help would charge me to make a deposit?! How is that even legal? I'll be closing my account after this bill is paid. Simply ridiculous"
"539","@BofA_Help nope. I've been dealing with BofA's terrible policies for 5 years too long — switched to TD. Thanks for trying to help, tho!"
"540","@BofA_Help thx everything was settled but i did waste a lot of time for nothing. :/"
"541","@BofA_Help how do you close an account?"
"542","@BofA_Help it got taken care of first thing this morning, with sweet help and understanding. Thank you! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"543","@BofA_Help Send me my check that I've been waiting several months for and if you can't do that don't bother replying back"
"544","@BofA_Help how about no."
"545","@_Kells5_ Thank you for the feedback! If you need help, let us know @BofA_Help. ^sf"
"546","RT @BofA_Help: @OG_Regal Thanks for the shout out. Have a great day! ^sf"
"547","“@BofA_Help: @Melissalyyssa Please send a DM with your name, zip&amp;phone if there's anything I can do to help”How much yall get paid to tweet?"
"548","@maxwellsantoro Hi Thom. We're here on Twitter if you ever need assistance. Find us @BofA_Help.^sf"
"549","@BofA_Help Same name on twitter 405 664 2663"
"550","@HeIsMaxBarth We saw that you mentioned us. If you need help, let us know @BofA_Help.^sf"
"551","@westcoaststyle We saw that you mentioned us. If you need help, let us know @BofA_Help.^sf"
"552","@BofA_Help @bankofamerica how much do you charge for internal transferring? @Chase just charged me 25% of the total transfer #timeforachange"
"553","@NASCARHall @CharMeckDA @BofA_Help @kmondayWSOC9 Now? I'm sure the City Manager is living within their means. @FBICharlotte"
"554","@BofA_Help I'm scared to cause I have no money to pay it back :("
"555","@NASCARHall Interesting. @CharMeckDA @BofA_Help @kmondayWSOC9 To forgive as the Christ."
"556","I really want to go back to @BofA_Help  but I overdraft $500 by mistake :( and the bank account is already closed I'm going to cry <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>"
"557","@BofA_Help I noticed I have 2 routing numbers, which one should I use for my Taxes?"
"558","@BofA_Help what additional details? I'm being notified regarding an acct I closed years go. If rep is good, all is well. I'll trust ya ;)"
"559","@BofA_Help is my current balance is the balance that's it's going to be once they clear and when do they usually clear"
"560","@BofA_Help your professionalism and prompt attention to my problem is greatly appreciated! Thanks for the help!"
"561","@BofA_Help I have 10 processing transactions starting from friday into early Monday morning they haven't cleared"
"562","@BofA_Help need assistance, check your DMs. <U+23F3><U+231B><U+FE0F>"
"563","@BofA_Help sent"
"564","@BofA_Help that would depend on whether or not the rep with whom I spoke has, or has not, done her job. I have no way to check."
"565","@BofA_Help DM'd you"
"566","@BofA_Help all set. The ""decision"" had been made already. Thanks for following up."
"567","@BofA_Help After happening twice in six months I'd like to know where, so I can stop using that merchant, otherwise it's not really a help."
"568","@BofA_Help my checking acct is no longer showing up online...what happened?"
"569","RT @KarenChestney: Hi @BofA_Help, I hear you’re thinking about helping destroy the Great Barrier Reef. Don’t do it! #SaveTheReef http://t.c…"
"570","@BofA_Help   I have acount Bank of America and now I am outside the USA  and I want to use my debit card .     
Can I use it or not"
"571","@BofA_Help I am calling today when I get a chance. Thank you."
"572","@BofA_Help Hi, got in touch with your fraud line early yesterday morning. It was all resolved. Thanks!"
"573","@BofA_Help That's awesome. Thanks! :) #customerservice #gettingitright"
"574","@BofA_Help I do not pick up calls from numbers that are not in my contact list -ever. So call and leave a message and I will get back to u"
"575","@BofA_Help ugh. Gotta wait until I get home from work, and I am deaf. Can't hear well on the phone."
"576","@BofA_Help Yes, I called.  Thanks for the reply.  As I said b4, in the future make an effort to alert your cust. as to what's going on."
"577","RT @davidkapsner: @BofA_Help I have not gotten any BofA ""bill-pay"" email alerts on any of my bills for this month. What is going on? Email …"
"578","@BofA_Help I have not gotten any BofA ""bill-pay"" email alerts on any of my bills for this month. What is going on? Email server upgrades?"
"579","@BofA_Help i tried live chat today and got no response so i have emailed."
"580","@BofA_Help Call center is Awful! It says the hours today start at 7am...almost 9am now and the voice prompt says you're not open! #fail"
"581","@Lorelai2014 We saw you mentioned us.  If you need help, let us know @BofA_Help. ^lu"
"582","@BofA_Help because you did before. But i dont know what happened, now you dont allow me to take money"
"583","@BofA_Help the link wasn't useful because the bank in my country you work with couldn't help. Can you allow me to take money from my card?"
"584","@BofA_Help i see some un authorized charges on my bank of america account and i am travelling outside US.Is there anyway i can get some help"
"585","@BofA_Help it's Monday, U continue to cost 2 families $$$ by not being able to finalize an assumption. Maybe a new ring master is in order?"
"586","@BofA_Help I am waiting for a refund from a company that has not posted, They said they processed it already, It has bee"
"587","@BofA_Help WTF did you do to online CC bill pay? How many hoops do you think people will jump thru before they go back to check/snail mail?"
"588","@LionelNowell @BofA_Help Thanks to Kevin Church for taking the time to listen."
"589","@BofA_Help  How do I get in contact with HR about someone you guys hired harassing me at work? My sister used to work in HR for you guys."
"590","@BofA_Help yes, I forwarded it. Thank you."
"591","RT @MariaBarriosNow: @BofA_Help I'm trying to purchase @BonamourInt but I need to get to my account first!"
"592","@BofA_Help called  it said card was on hold wanted personal information"
"593","@BofA_Help received a text from this email k9slabuo48302fxl@gixo.com to call (412)795-1030 immediately.I don't have an account with bofA"
"594","@BofA_Help do you have a customer service email? I have a very easy question that I'd like to just get an answer in writing to."
"595","@BofA_Help I can't send a DM bc you are not following me"
"596","I'm at Bank of America - @bofa_help in San Bruno, CA w/ @ninergiant49 https://t.co/vIM6dRhvgr"
"597","@BofA_Help not getting through to support, keep being hung up on! help!"
"598","@BofA_Help please call me asap
818-421-0402
Checking
91335"
"599","@BofA_Help thanks so much called in to fix my mistake and you went above and beyond by helping to lower my rate even. Best service ever."
"600","saw $1.11 fraud transaction on Apple Pay for Ninja Japanese Cuisine. Called @BofA_Help 3X, but call was disconnected due to volume."
"601","@BofA_Help @saudiinchicago: @BofA_Help my problems did not fixed"
"602","@BofA_Help can bank of America send a check for me from my account?"
"603",".@BofA_Help In Capetown; tried using an ATM, but the ATM reported my card stolen &amp; wouldn't return it or give cash. WTF? I need cash/card!!"
"604","@BofA_Help I need to find out what the limit is on my account for an individual to transfer money to me.  I get varying answers."
"605","On hold to MBNA for 5 minutes and then just cut off! Not impressed! @BofA_Help"
"606","@BofA_Help ill be causing damage to one of your properties soon. BoA blows. Suck me."
"607","@BofA_Help why did BOA take 33$ from my account. It said something about a fee for over withdrawing or deposit but i did no such thing."
"608","@BofA_Help I have responded  to you on Friday  and no one called me...very unhappy  w ur customer service or lack there of!"
"609","@BofA_Help I think you need to be following me for me to send a DM"
"610","@BofA_Help Sending now."
"611","@BofA_Help, you are welcome. Thanks as well."
"612","@BofA_Help I cannot DM you unless you are following me."
"613","@BofA_Help  No Thanks ! Unless you rewrite bank policy and procedure !"
"614","@BofA_Help $12 was taken from my savings account as 'Monthly Maintenance Fee'. What is that ? and why ?"
"615","@BofA_Help Thanks!"
"616","@BofA_Help I haven't. :/"
"617","The Rain Or Shine Software Daily is out! http://t.co/fPdChU4u2D Stories via @lsnbank @BofA_Help @LogicsRo"
"618","@BofA_Help 
hi 
what is it DM?"
"619","@BofA_Help 
hi 
i need to get an 10 years statment of my account 
can youi help me?"
"620","I hate banks. @BofA_Help has charged me THREE NSF fees for a one cent transaction that didn't go through. A PENNY. NO JOKE."
"621","@BofA_Help Please bring Bank of America to #BlackBerry10"
"622","@BofA_Help i need help"
"623","@BofA_Help yes thanks"
"624","@BofA_Help You guys seriously need 24 hr phone support for fraud. Extremely frustrating you don't"
"625","@BofA_Help stop charging me fees"
"626","@BofA_Help I've had a savings acc for almost a year, why now start a monthly maintenance fee??"
"627","Not cool @BofA_Help - went to your wicker park location &amp; a security guard wouldn't let me go to atm. Now had to pay a convenience fee."
"628","@BofA_Help maybe invent time travel so you can tell the dude who closed my account not to randomly close accounts before it happens to me"
"629","@BofA_Help I have to wait 5-7 days for a new card...#uncool"
"630","yall got bofa? @BofA_Help"
"631","@BofA_Help is there something wrong with the BoA app? Gives me an error when I try to use it."
"632","@BofA_Help No one's answering your fraud help line. 18003830618."
